Nom_masque,Motif,Polygone,Confiance,Nom_image,Titre,État,Région,Site,Description,Date,Support,Affiliation religieuse,Lieu de conservation,Auteur
ASOK_AND002_lotus_164.png,lotus,"[[3766, 1744], [3766, 1898], [3807, 1998], [3920, 2116], [4093, 2171], [4170, 2144], [4252, 2089], [4357, 1998], [4416, 1930], [4434, 1835], [4416, 1721], [4329, 1576], [4189, 1498], [4034, 1507], [3889, 1562], [3821, 1626], [3766, 1744]]",0.98,ASOK_AND002.JPG,ASOK_AND002,Andhra Pradesh,Āndhradeśa,Dupāḍu,Portail avec cheval et médaillons lotiformes,1 A.D.,Stūpa ; frise,bouddhisme,Amaravati Heritage Centre and Museum,Maronet Léa
ASOK_AND002_lotus_165.png,lotus,"[[3771, 3071], [3789, 3166], [4034, 3207], [4493, 3207], [4475, 3080], [4461, 3002], [4452, 2925], [4407, 2830], [4329, 2757], [4125, 2721], [3993, 2730], [3902, 2812], [3811, 2925], [3771, 3071]]",0.98,ASOK_AND002.JPG,ASOK_AND002,Andhra Pradesh,Āndhradeśa,Dupāḍu,Portail avec cheval et médaillons lotiformes,1 A.D.,Stūpa ; frise,bouddhisme,Amaravati Heritage Centre and Museum,Maronet Léa
ASOK_AMA072_lion_178.png,lion,"[[482, 790], [488, 794], [495, 793], [501, 791], [503, 787], [504, 780], [506, 767], [510, 758], [514, 758], [523, 761], [531, 764], [534, 771], [532, 774], [528, 775], [520, 778], [516, 783], [512, 790], [520, 790], [538, 791], [550, 789], [554, 785], [558, 784], [563, 784], [572, 779], [570, 773], [560, 753], [548, 735], [534, 727], [532, 720], [531, 703], [530, 693], [528, 687], [526, 681], [525, 675], [521, 672], [508, 672], [499, 674], [494, 679], [486, 684], [485, 690], [485, 700], [488, 707], [490, 710], [497, 711], [500, 709], [501, 714], [501, 718], [495, 720], [488, 723], [485, 732], [487, 750], [486, 765], [486, 779], [484, 783], [482, 790]]",0.97,ASOK_AMA072.jpg,ASOK_AMA072,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa figuré ; Buddha entourré de dévots et piliers avec lions,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; panneau,bouddhisme,The British Museum,Maronet Léa
ASOK_AMA072_lotus_179.png,lotus,"[[91, 984], [91, 994], [96, 1003], [102, 1007], [108, 1007], [114, 1006], [121, 1003], [123, 996], [124, 987], [120, 979], [115, 973], [108, 971], [102, 972], [95, 977], [91, 984]]",0.98,ASOK_AMA072.jpg,ASOK_AMA072,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa figuré ; Buddha entourré de dévots et piliers avec lions,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; panneau,bouddhisme,The British Museum,Maronet Léa
ASOK_AMA072_lion_181.png,lion,"[[502, 870], [502, 881], [505, 887], [504, 890], [502, 898], [507, 900], [522, 902], [534, 903], [546, 903], [545, 898], [542, 892], [526, 887], [526, 879], [530, 875], [541, 872], [552, 869], [555, 878], [555, 888], [552, 892], [553, 900], [559, 903], [565, 902], [567, 897], [572, 891], [571, 884], [568, 875], [568, 864], [577, 862], [579, 866], [579, 880], [578, 891], [576, 901], [578, 904], [594, 905], [596, 896], [593, 887], [593, 874], [593, 861], [593, 847], [591, 841], [590, 831], [591, 818], [589, 805], [593, 794], [585, 782], [580, 780], [570, 781], [563, 784], [555, 784], [550, 790], [552, 800], [552, 806], [553, 815], [550, 827], [539, 832], [525, 838], [515, 847], [511, 853], [505, 861], [502, 870]]",1.0,ASOK_AMA072.jpg,ASOK_AMA072,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa figuré ; Buddha entourré de dévots et piliers avec lions,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; panneau,bouddhisme,The British Museum,Maronet Léa
ASOK_AMA072_lotus_182.png,lotus,"[[489, 950], [494, 963], [506, 968], [515, 968], [522, 961], [523, 955], [524, 946], [522, 938], [510, 932], [500, 934], [492, 938], [489, 950]]",0.97,ASOK_AMA072.jpg,ASOK_AMA072,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa figuré ; Buddha entourré de dévots et piliers avec lions,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; panneau,bouddhisme,The British Museum,Maronet Léa
ASOK_AMA072_lotus_183.png,lotus,"[[488, 990], [492, 1005], [499, 1013], [508, 1014], [520, 1013], [526, 1007], [526, 994], [524, 985], [516, 979], [508, 978], [498, 979], [488, 990]]",1.0,ASOK_AMA072.jpg,ASOK_AMA072,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa figuré ; Buddha entourré de dévots et piliers avec lions,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; panneau,bouddhisme,The British Museum,Maronet Léa
ASOK_AMA072_lotus_184.png,lotus,"[[487, 1040], [488, 1051], [494, 1059], [503, 1061], [515, 1061], [523, 1054], [526, 1043], [524, 1035], [516, 1025], [505, 1024], [494, 1028], [487, 1040]]",0.97,ASOK_AMA072.jpg,ASOK_AMA072,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa figuré ; Buddha entourré de dévots et piliers avec lions,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; panneau,bouddhisme,The British Museum,Maronet Léa
ASOK_AMA072_lotus_185.png,lotus,"[[586, 969], [591, 982], [603, 989], [611, 989], [623, 984], [626, 976], [626, 964], [623, 956], [615, 951], [601, 949], [591, 956], [586, 969]]",0.97,ASOK_AMA072.jpg,ASOK_AMA072,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa figuré ; Buddha entourré de dévots et piliers avec lions,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; panneau,bouddhisme,The British Museum,Maronet Léa
ASOK_AMA072_lotus_186.png,lotus,"[[590, 936], [595, 945], [600, 947], [609, 947], [615, 946], [621, 943], [625, 937], [625, 927], [624, 919], [617, 912], [608, 910], [597, 912], [594, 920], [590, 936]]",0.97,ASOK_AMA072.jpg,ASOK_AMA072,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa figuré ; Buddha entourré de dévots et piliers avec lions,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; panneau,bouddhisme,The British Museum,Maronet Léa
ASOK_AMA072_lotus_187.png,lotus,"[[639, 931], [643, 937], [656, 939], [664, 941], [670, 948], [674, 943], [678, 938], [679, 927], [675, 913], [664, 909], [651, 909], [641, 916], [639, 931]]",0.98,ASOK_AMA072.jpg,ASOK_AMA072,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa figuré ; Buddha entourré de dévots et piliers avec lions,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; panneau,bouddhisme,The British Museum,Maronet Léa
ASOK_AMA072_lotus_188.png,lotus,"[[690, 928], [694, 943], [706, 951], [715, 950], [728, 945], [730, 934], [728, 919], [721, 909], [709, 909], [694, 913], [690, 928]]",0.99,ASOK_AMA072.jpg,ASOK_AMA072,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa figuré ; Buddha entourré de dévots et piliers avec lions,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; panneau,bouddhisme,The British Museum,Maronet Léa
ASOK_AMA072_lotus_189.png,lotus,"[[698, 964], [698, 981], [705, 988], [712, 993], [724, 990], [730, 980], [733, 967], [728, 956], [721, 953], [708, 953], [698, 964]]",0.97,ASOK_AMA072.jpg,ASOK_AMA072,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa figuré ; Buddha entourré de dévots et piliers avec lions,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; panneau,bouddhisme,The British Museum,Maronet Léa
ASOK_AMA072_lotus_190.png,lotus,"[[306, 951], [311, 966], [315, 968], [322, 971], [330, 970], [341, 966], [346, 956], [346, 943], [337, 934], [321, 934], [311, 938], [306, 951]]",0.98,ASOK_AMA072.jpg,ASOK_AMA072,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa figuré ; Buddha entourré de dévots et piliers avec lions,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; panneau,bouddhisme,The British Museum,Maronet Léa
ASOK_AMA072_lotus_191.png,lotus,"[[308, 993], [310, 1010], [317, 1019], [331, 1020], [342, 1016], [346, 1002], [347, 990], [341, 981], [327, 977], [314, 979], [308, 993]]",0.99,ASOK_AMA072.jpg,ASOK_AMA072,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa figuré ; Buddha entourré de dévots et piliers avec lions,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; panneau,bouddhisme,The British Museum,Maronet Léa
ASOK_AMA072_lotus_192.png,lotus,"[[306, 1050], [313, 1062], [321, 1067], [335, 1066], [344, 1062], [348, 1054], [349, 1042], [343, 1030], [332, 1025], [316, 1028], [308, 1040], [306, 1050]]",0.97,ASOK_AMA072.jpg,ASOK_AMA072,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa figuré ; Buddha entourré de dévots et piliers avec lions,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; panneau,bouddhisme,The British Museum,Maronet Léa
ASOK_AMA072_lion_193.png,lion,"[[230, 840], [231, 852], [238, 884], [238, 894], [235, 899], [237, 904], [244, 905], [250, 903], [252, 901], [251, 897], [251, 893], [250, 882], [251, 865], [262, 865], [263, 871], [261, 883], [258, 891], [256, 898], [263, 902], [271, 890], [273, 886], [277, 876], [281, 868], [289, 873], [295, 876], [299, 881], [293, 883], [282, 890], [275, 891], [271, 893], [270, 901], [280, 901], [297, 900], [321, 897], [322, 891], [323, 868], [320, 861], [312, 857], [305, 849], [296, 839], [281, 834], [274, 827], [271, 814], [272, 802], [247, 795], [238, 799], [234, 815], [234, 833], [230, 840]]",0.98,ASOK_AMA072.jpg,ASOK_AMA072,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa figuré ; Buddha entourré de dévots et piliers avec lions,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; panneau,bouddhisme,The British Museum,Maronet Léa
ASOK_AMA072_lion_194.png,lion,"[[249, 771], [257, 783], [267, 797], [277, 802], [289, 802], [305, 803], [306, 798], [308, 790], [304, 785], [291, 784], [287, 786], [282, 787], [281, 782], [282, 774], [286, 773], [297, 768], [304, 762], [308, 768], [312, 781], [311, 787], [311, 792], [314, 799], [319, 799], [329, 800], [338, 799], [340, 793], [334, 789], [332, 781], [328, 763], [327, 740], [323, 732], [316, 724], [315, 714], [318, 713], [327, 711], [328, 698], [328, 689], [321, 688], [314, 684], [303, 678], [289, 677], [285, 684], [278, 699], [279, 713], [279, 732], [270, 742], [259, 750], [254, 756], [249, 771]]",0.97,ASOK_AMA072.jpg,ASOK_AMA072,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa figuré ; Buddha entourré de dévots et piliers avec lions,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; panneau,bouddhisme,The British Museum,Maronet Léa
ASOK_AMA072_lotus_195.png,lotus,"[[90, 936], [91, 951], [97, 962], [105, 963], [112, 962], [120, 958], [123, 950], [123, 939], [120, 932], [116, 928], [105, 926], [96, 928], [90, 936]]",0.98,ASOK_AMA072.jpg,ASOK_AMA072,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa figuré ; Buddha entourré de dévots et piliers avec lions,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; panneau,bouddhisme,The British Museum,Maronet Léa
ASOK_AMA072_lotus_196.png,lotus,"[[140, 934], [142, 936], [148, 937], [152, 942], [157, 949], [161, 949], [165, 949], [172, 956], [177, 955], [180, 950], [181, 938], [178, 927], [163, 920], [151, 921], [143, 925], [140, 934]]",1.0,ASOK_AMA072.jpg,ASOK_AMA072,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa figuré ; Buddha entourré de dévots et piliers avec lions,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; panneau,bouddhisme,The British Museum,Maronet Léa
ASOK_TEL001_lion_268.png,lion,"[[2580, 1736], [2609, 1756], [2643, 1796], [2603, 1819], [2586, 1857], [2618, 1864], [2635, 1845], [2648, 1859], [2669, 1864], [2694, 1853], [2715, 1872], [2754, 1870], [2771, 1859], [2811, 1866], [2860, 1851], [2853, 1821], [2864, 1800], [2855, 1773], [2828, 1745], [2794, 1741], [2773, 1758], [2756, 1768], [2732, 1751], [2705, 1694], [2677, 1681], [2641, 1681], [2609, 1698], [2580, 1736]]",0.97,ASOK_TEL001.JPG,ASOK_TEL001,Telangana,Āndhradeśa,Dhulikatta,Pilier d'Aśoka avec roue et dévots,1 B.C.,Stūpa ; panneau,bouddhisme,Amaravati Heritage Centre and Museum,Maronet Léa
ASOK_TEL001_lion_269.png,lion,"[[2819, 1743], [2851, 1764], [2864, 1804], [2853, 1838], [2866, 1862], [2906, 1849], [2932, 1859], [2953, 1855], [2938, 1832], [2913, 1809], [2887, 1785], [2928, 1777], [2951, 1760], [2953, 1736], [2951, 1711], [2908, 1688], [2858, 1703], [2819, 1743]]",0.97,ASOK_TEL001.JPG,ASOK_TEL001,Telangana,Āndhradeśa,Dhulikatta,Pilier d'Aśoka avec roue et dévots,1 B.C.,Stūpa ; panneau,bouddhisme,Amaravati Heritage Centre and Museum,Maronet Léa
ASOK_TEL001_lion_270.png,lion,"[[2577, 3071], [2625, 3071], [2632, 3054], [2657, 3071], [2687, 3067], [2702, 3040], [2689, 3016], [2691, 2997], [2697, 2980], [2721, 2968], [2742, 2955], [2704, 2921], [2668, 2891], [2651, 2881], [2630, 2885], [2610, 2895], [2610, 2923], [2587, 2940], [2596, 2959], [2621, 2978], [2636, 3004], [2613, 3031], [2579, 3050], [2577, 3071]]",0.97,ASOK_TEL001.JPG,ASOK_TEL001,Telangana,Āndhradeśa,Dhulikatta,Pilier d'Aśoka avec roue et dévots,1 B.C.,Stūpa ; panneau,bouddhisme,Amaravati Heritage Centre and Museum,Maronet Léa
ASOK_TEL001_lion_271.png,lion,"[[2689, 3006], [2702, 3044], [2691, 3065], [2731, 3071], [2774, 3082], [2803, 3057], [2825, 3065], [2842, 3074], [2871, 3067], [2886, 3054], [2916, 3076], [2943, 3069], [2931, 3046], [2916, 3023], [2905, 2993], [2924, 2989], [2939, 2968], [2943, 2938], [2931, 2919], [2933, 2902], [2899, 2870], [2882, 2883], [2861, 2902], [2833, 2925], [2810, 2948], [2803, 2974], [2763, 2963], [2731, 2955], [2697, 2982], [2689, 3006]]",0.99,ASOK_TEL001.JPG,ASOK_TEL001,Telangana,Āndhradeśa,Dhulikatta,Pilier d'Aśoka avec roue et dévots,1 B.C.,Stūpa ; panneau,bouddhisme,Amaravati Heritage Centre and Museum,Maronet Léa
ASOK_NAG010_éléphant_306.png,éléphant,"[[2593, 935], [2605, 1006], [2685, 1039], [2790, 1039], [2802, 1077], [2832, 1174], [2827, 1308], [2823, 1387], [2895, 1459], [2953, 1450], [2970, 1387], [3029, 1337], [3037, 1274], [3167, 1262], [3222, 1312], [3276, 1308], [3272, 1236], [3238, 1186], [3159, 1140], [3075, 1144], [3025, 1186], [3016, 1123], [3108, 1086], [3188, 1090], [3276, 1123], [3305, 1278], [3347, 1295], [3364, 1375], [3482, 1434], [3431, 1543], [3339, 1731], [3314, 1803], [3331, 1987], [3377, 2021], [3435, 2025], [3473, 1979], [3494, 1903], [3565, 1874], [3691, 1773], [3763, 1681], [3855, 1723], [4022, 1798], [4148, 1798], [4270, 1803], [4270, 1970], [4320, 2025], [4358, 2113], [4438, 2146], [4446, 2205], [4488, 2255], [4551, 2215], [4586, 2089], [4551, 2008], [4612, 1953], [4698, 1841], [4778, 1700], [4768, 1786], [4814, 1771], [4854, 1599], [4859, 1402], [4733, 1180], [4632, 1134], [4440, 1028], [4208, 952], [4051, 871], [3955, 816], [3920, 730], [3778, 685], [3642, 700], [3571, 578], [3475, 503], [3404, 457], [3202, 518], [3056, 609], [2991, 641], [2957, 683], [2861, 775], [2781, 859], [2731, 859], [2635, 859], [2656, 901], [2710, 943], [2647, 935], [2593, 935]]",0.97,ASOK_NAG010.JPG,ASOK_NAG010,Andhra Pradesh,Āndhradeśa,Nāgārjunakoṇḍa,Scène de la tentation du Buddha par Māra,3 A.D.,Stūpa ; panneau,bouddhisme,The Metropolitan Museum of Art (MET),Maronet Léa
ASOK_TEL002_lotus_318.png,lotus,"[[1535, 1189], [1566, 1308], [1619, 1401], [1699, 1480], [1857, 1548], [2060, 1538], [2182, 1498], [2311, 1372], [2385, 1208], [2390, 1055], [1551, 1063], [1535, 1189]]",0.98,ASOK_TEL002.JPG,ASOK_TEL002,Telangana,Āndhradeśa,Dhulikatta,Médaillon et demi-médaillons lotiformes,1 B.C.,Stūpa ; panneau ; bordure,bouddhisme,Amaravati Heritage Centre and Museum,Maronet Léa
ASOK_TEL002_lotus_319.png,lotus,"[[1514, 2228], [1535, 2389], [1615, 2502], [1752, 2627], [1950, 2658], [2077, 2640], [2198, 2590], [2301, 2492], [2367, 2360], [2399, 2238], [2378, 2112], [2338, 2006], [2264, 1903], [2121, 1819], [2003, 1798], [1868, 1800], [1733, 1853], [1630, 1945], [1575, 2009], [1541, 2109], [1514, 2228]]",0.97,ASOK_TEL002.JPG,ASOK_TEL002,Telangana,Āndhradeśa,Dhulikatta,Médaillon et demi-médaillons lotiformes,1 B.C.,Stūpa ; panneau ; bordure,bouddhisme,Amaravati Heritage Centre and Museum,Maronet Léa
ASOK_TEL002_lotus_320.png,lotus,"[[1530, 3309], [1530, 3420], [2399, 3428], [2399, 3389], [2380, 3225], [2312, 3098], [2193, 2969], [2034, 2905], [1900, 2908], [1762, 2937], [1665, 3003], [1562, 3154], [1530, 3309]]",0.99,ASOK_TEL002.JPG,ASOK_TEL002,Telangana,Āndhradeśa,Dhulikatta,Médaillon et demi-médaillons lotiformes,1 B.C.,Stūpa ; panneau ; bordure,bouddhisme,Amaravati Heritage Centre and Museum,Maronet Léa
ASOK_TEL002_éléphant_321.png,éléphant,"[[1119, 3801], [1140, 3825], [1158, 3841], [1161, 3883], [1142, 3986], [1121, 4057], [1156, 4113], [1164, 4054], [1190, 4012], [1230, 3880], [1232, 3817], [1253, 3809], [1298, 3870], [1327, 3891], [1346, 3944], [1383, 4020], [1306, 3994], [1240, 4007], [1216, 4068], [1169, 4086], [1177, 4131], [1216, 4136], [1277, 4131], [1274, 4099], [1317, 4105], [1383, 4152], [1457, 4152], [1523, 4142], [1568, 4142], [1700, 4150], [1773, 4123], [1789, 4078], [1766, 3991], [1668, 3954], [1607, 3907], [1597, 3814], [1618, 3717], [1552, 3664], [1496, 3611], [1441, 3611], [1399, 3611], [1364, 3614], [1322, 3611], [1288, 3622], [1238, 3643], [1179, 3653], [1150, 3695], [1142, 3740], [1145, 3798], [1119, 3801]]",0.97,ASOK_TEL002.JPG,ASOK_TEL002,Telangana,Āndhradeśa,Dhulikatta,Médaillon et demi-médaillons lotiformes,1 B.C.,Stūpa ; panneau ; bordure,bouddhisme,Amaravati Heritage Centre and Museum,Maronet Léa
ASOK_MAT034_lotus_322.png,lotus,"[[2252, 1327], [2259, 1411], [2306, 1485], [2410, 1515], [2497, 1528], [2578, 1502], [2635, 1445], [2665, 1357], [2658, 1277], [2615, 1186], [2564, 1143], [2457, 1129], [2373, 1149], [2323, 1190], [2282, 1226], [2252, 1327]]",0.99,ASOK_MAT034.JPG,ASOK_MAT034,Uttar Pradesh,Mathurā,Mathurā,Balustrade avec médaillons et demi-médaillons lotiformes avec personnage féminin,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; balustrade,bouddhisme,Cleveland Museum of Art,Maronet Léa
ASOK_MAT034_lotus_323.png,lotus,"[[2272, 1975], [2279, 2052], [2356, 2126], [2470, 2152], [2541, 2139], [2604, 2099], [2662, 2042], [2682, 1944], [2655, 1864], [2598, 1797], [2514, 1757], [2440, 1757], [2366, 1780], [2323, 1814], [2279, 1874], [2272, 1975]]",1.0,ASOK_MAT034.JPG,ASOK_MAT034,Uttar Pradesh,Mathurā,Mathurā,Balustrade avec médaillons et demi-médaillons lotiformes avec personnage féminin,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; balustrade,bouddhisme,Cleveland Museum of Art,Maronet Léa
